Strike,LTP,OI,IV,Vega
26600,42.5,752.0,10.8,10.9435
26600,155.75,2250.0,9.87,28.5395
26600,313.15,679.0,9.77,42.1441
26650,0.15,25872.0,24.12,0.0005
26650,2.65,2075.0,12.07,0.8234
26650,14.8,1865.0,11.03,4.7091
26650,0.0,27.0,0.0,0.0
26650,129.4,151.0,9.45,26.6581
26650,280.0,71.0,9.74,41.2749
26700,0.15,28911.0,25.22,0.0005
26700,2.2,16301.0,12.36,0.709
26700,12.55,10494.0,11.13,4.1474
26700,33.3,1420.0,10.97,9.2682
26700,131.1,6200.0,9.86,26.2854
26700,273.6,649.0,9.97,40.6731
26750,0.15,18442.0,26.31,0.0005
26750,2.05,2348.0,12.68,0.6219
26750,10.75,2196.0,11.21,3.6208
26750,28.0,83.0,10.85,8.1634
26750,118.3,396.0,9.77,24.9442
26750,222.25,40.0,9.15,38.493
26800,0.15,62781.0,25.08,0.0001
26800,1.7,15911.0,12.92,0.5264
26800,9.5,14728.0,11.42,3.284
26800,25.25,252.0,10.73,7.1128
26800,109.9,3145.0,9.85,23.9443
26800,242.9,306.0,9.69,38.3692
26850,0.15,15763.0,26.08,0.0001
26850,1.55,3545.0,13.22,0.4607
26850,8.05,1030.0,11.45,2.8088
26850,22.2,115.0,11.04,6.8102
26850,101.65,246.0,9.81,22.677
26850,186.9,47.0,8.98,35.8955
26900,0.15,15546.0,28.58,0.0002
26900,1.45,9665.0,13.71,0.4458
26900,7.15,8193.0,11.7,2.585
26900,19.65,144.0,11.25,6.3807
26900,92.0,1962.0,9.89,21.6966
26900,212.25,224.0,9.89,36.6576
26950,0.15,9082.0,29.63,0.0002
26950,1.4,1792.0,14.09,0.4098
26950,6.15,911.0,11.76,2.2255
26950,0.0,0.0,0.0,0.0
26950,84.95,339.0,9.75,20.1751
26950,0.0,44.0,0.0,0.0
27000,0.05,54937.0,30.67,0.0002
27000,1.3,68761.0,14.45,0.3745
27000,5.95,54203.0,12.13,2.1485
27000,16.2,2512.0,11.58,5.4915
27000,79.45,56238.333333333336,10.02,19.7241
27000,188.0,6374.0,9.95,34.6338
27000,476.9,18371.0,9.73,58.9813
27000,847.0,6135.0,8.29,81.0885
27000,1710.0,1355.0,6.23,97.843
27000,0.0,0.0,0.0,0.0
27050,0.1,5141.0,30.06,0.0001
27050,1.1,3760.0,14.64,0.3153
27050,5.35,1106.0,12.09,1.7793
27050,0.0,5.0,0.0,0.0
27050,71.35,307.0,9.85,18.1463
27050,165.0,45.0,9.7,32.9235
27100,0.1,12891.0,32.73,0.0002
27100,1.05,20207.0,15.03,0.2948
27100,3.95,6142.0,12.24,1.583
27100,13.35,50.0,11.83,4.6304
27100,64.45,1552.0,9.95,17.3102
27100,161.2,313.0,9.9,32.2854
27150,0.1,2881.0,33.75,0.0002
27150,1.0,574.0,15.41,0.2752
27150,3.85,1394.0,12.48,1.4635
27150,9.15,15.0,11.38,3.5435
27150,0.0,0.0,0.0,0.0
27150,0.0,2.0,0.0,0.0
27200,0.1,23029.0,34.77,0.0002
27200,0.85,17757.0,15.69,0.245
27200,3.3,6404.0,12.58,1.277
27200,10.2,337.0,11.8,3.5709
27200,53.8,1405.0,10.07,15.5139
27200,140.15,405.0,9.83,29.8016
27250,0.15,2451.0,36.98,0.0003
27250,0.9,238.0,16.15,0.2397
27250,3.35,935.0,13.0,1.2807
27250,9.7,38.0,12.18,3.5524
27250,0.0,0.0,0.0,0.0
27250,0.0,1.0,0.0,0.0
27300,0.1,14810.0,36.8,0.0001
27300,0.85,14661.0,16.5,0.2225
27300,2.5,6843.0,12.87,1.0113
27300,9.2,30.0,12.4,3.3621
27300,46.8,2048.0,10.21,13.9037
27300,117.45,281.0,9.77,27.298
27350,0.1,1642.0,39.06,0.0003
27350,0.85,367.0,16.95,0.2176
27350,2.65,95.0,13.33,1.0409
27350,6.4,24.0,12.01,2.5746
27350,0.0,0.0,0.0,0.0
27350,111.85,20.0,9.86,26.4277
27400,0.15,22896.0,40.09,0.0002
27400,0.9,4065.0,17.4,0.2131
27400,2.15,6400.0,13.32,0.867
27400,8.0,125.0,12.77,2.9553
27400,0.0,0.0,0.0,0.0
27400,0.0,0.0,0.0,0.0
27450,0.1,1233.0,41.12,0.0002
27450,0.85,581.0,17.73,0.1975
27450,2.45,77.0,13.89,0.9425
27450,7.0,23.0,12.82,2.6498
27450,0.0,0.0,0.0,0.0
27450,0.0,0.0,0.0,0.0
27500,0.05,39223.0,38.77,0.0
27500,0.8,48280.0,18.17,0.1933
27500,2.4,22932.0,14.2,0.9113
27500,6.5,446.0,12.89,2.3893
27500,33.0,9963.0,10.42,10.898
27500,93.1,2585.0,10.0,23.5154
27550,0.1,1585.0,41.81,0.0001
27550,0.85,673.0,18.73,0.2001
27550,2.7,165.0,14.76,0.98
27550,6.5,83.0,13.3,2.4347
27550,28.0,46.0,10.3,9.7857
27550,0.0,0.0,0.0,0.0
27600,0.1,4622.0,42.79,0.0001
27600,0.8,2347.0,19.05,0.186
27600,2.15,4878.0,14.77,0.8378
27600,7.2,84.0,13.83,2.5794
27600,27.95,874.0,10.57,9.712
27600,0.0,0.0,0.0,0.0
27650,0.1,1056.0,43.78,0.0001
27650,0.9,344.0,19.72,0.202
27650,2.6,278.0,15.38,0.9212
27650,4.9,81.0,13.35,1.9221
27650,25.7,101.0,10.6,9.0532
27650,0.0,0.0,0.0,0.0
27700,0.1,3947.0,44.76,0.0001
27700,0.85,2312.0,20.04,0.1885
27700,1.9,3820.0,15.13,0.7079
27700,5.25,29.0,13.79,1.9954
27700,23.8,250.0,10.67,8.5249
27700,69.05,137.0,10.04,19.4189
27750,0.1,2505.0,47.21,0.0002
27750,0.9,221.0,20.6,0.195
27750,2.0,918.0,15.51,0.7117
27750,5.0,42.0,13.99,1.8963
27750,0.0,0.0,0.0,0.0
27750,0.0,0.0,0.0,0.0
27800,0.1,28634.0,44.42,0.0
27800,0.8,7671.0,20.78,0.1723
27800,1.85,3866.0,15.75,0.6743
27800,3.3,205.0,13.88,1.6026
27800,22.05,283.0,10.87,7.689
27800,60.8,337.0,10.09,17.6191
28000,17.6,30000.0,11.36,6.4581
28000,192.45,14230.0,9.79,39.4599
28000,453.1,3505.0,8.52,67.8099
28000,1159.0,1325.0,7.19,108.5291
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,14.0,0.0,0.0
29000,6.25,13219.333333333334,13.36,2.5886
29000,85.0,5855.0,10.56,22.6152
29000,0.0,0.0,0.0,0.0
29000,704.0,1612.0,7.43,95.6319
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
30000,5.15,9409.333333333334,16.5,1.9622
30000,43.15,4062.0,11.63,13.2467
30000,126.65,1591.0,9.91,31.1806
30000,411.0,2182.0,7.7,72.4648
30000,0.0,0.0,0.0,0.0
30000,0.0,107.0,0.0,0.0
31000,3.95,5072.333333333333,19.15,1.4282
31000,23.5,376.0,12.85,8.4461
31000,0.0,0.0,0.0,0.0
